All hps: 2021-01-16 21:37:39 model=wrn-28-10-drop dataset=cifar10 attack=square_linf n_ex=10000 eps=16 p=0.06 n_iter=10000
finish load victim model
Clean accuracy: 95.97%
1: acc=63.69% acc_corr=66.36% avg#q_ae=1.07 med#q=1.0, avg_margin=2.64 (n_ex=9597, eps=0.063, 4.73s)
189: acc=6.56% acc_corr=6.84% avg#q_ae=25.84 med#q=9.0, avg_margin=-2.08 (n_ex=9597, eps=0.063, 257.03s)
190: acc=6.53% acc_corr=6.80% avg#q_ae=25.90 med#q=9.0, avg_margin=-2.08 (n_ex=9597, eps=0.063, 257.52s)
191: acc=6.48% acc_corr=6.75% avg#q_ae=25.99 med#q=9.0, avg_margin=-2.09 (n_ex=9597, eps=0.063, 258.00s)
192: acc=6.44% acc_corr=6.71% avg#q_ae=26.06 med#q=9.0, avg_margin=-2.09 (n_ex=9597, eps=0.063, 258.48s)
193: acc=6.41% acc_corr=6.68% avg#q_ae=26.12 med#q=9.0, avg_margin=-2.09 (n_ex=9597, eps=0.063, 258.97s)
194: acc=6.36% acc_corr=6.63% avg#q_ae=26.21 med#q=9.0, avg_margin=-2.09 (n_ex=9597, eps=0.063, 259.45s)
195: acc=6.34% acc_corr=6.61% avg#q_ae=26.25 med#q=9.0, avg_margin=-2.09 (n_ex=9597, eps=0.063, 259.92s)
196: acc=6.30% acc_corr=6.56% avg#q_ae=26.33 med#q=9.0, avg_margin=-2.10 (n_ex=9597, eps=0.063, 260.40s)
197: acc=6.28% acc_corr=6.54% avg#q_ae=26.37 med#q=9.0, avg_margin=-2.10 (n_ex=9597, eps=0.063, 260.87s)
198: acc=6.24% acc_corr=6.50% avg#q_ae=26.44 med#q=9.0, avg_margin=-2.10 (n_ex=9597, eps=0.063, 261.35s)
199: acc=6.20% acc_corr=6.46% avg#q_ae=26.52 med#q=9.0, avg_margin=-2.10 (n_ex=9597, eps=0.063, 261.82s)
200: acc=6.17% acc_corr=6.43% avg#q_ae=26.58 med#q=9.0, avg_margin=-2.10 (n_ex=9597, eps=0.063, 262.28s)
201: acc=6.14% acc_corr=6.40% avg#q_ae=26.64 med#q=9.0, avg_margin=-2.11 (n_ex=9597, eps=0.063, 262.74s)
202: acc=6.10% acc_corr=6.36% avg#q_ae=26.72 med#q=9.0, avg_margin=-2.11 (n_ex=9597, eps=0.063, 263.19s)
203: acc=6.06% acc_corr=6.31% avg#q_ae=26.80 med#q=9.0, avg_margin=-2.11 (n_ex=9597, eps=0.063, 263.65s)
204: acc=6.01% acc_corr=6.26% avg#q_ae=26.89 med#q=9.0, avg_margin=-2.11 (n_ex=9597, eps=0.063, 264.11s)
205: acc=6.01% acc_corr=6.26% avg#q_ae=26.89 med#q=9.0, avg_margin=-2.11 (n_ex=9597, eps=0.063, 264.55s)
206: acc=5.98% acc_corr=6.23% avg#q_ae=26.95 med#q=9.0, avg_margin=-2.12 (n_ex=9597, eps=0.063, 264.99s)
207: acc=5.91% acc_corr=6.16% avg#q_ae=27.10 med#q=9.0, avg_margin=-2.12 (n_ex=9597, eps=0.063, 265.44s)
208: acc=5.88% acc_corr=6.13% avg#q_ae=27.16 med#q=9.0, avg_margin=-2.12 (n_ex=9597, eps=0.063, 265.87s)
209: acc=5.87% acc_corr=6.12% avg#q_ae=27.18 med#q=9.0, avg_margin=-2.12 (n_ex=9597, eps=0.063, 266.31s)
210: acc=5.84% acc_corr=6.09% avg#q_ae=27.24 med#q=9.0, avg_margin=-2.12 (n_ex=9597, eps=0.063, 266.74s)
211: acc=5.81% acc_corr=6.05% avg#q_ae=27.30 med#q=9.0, avg_margin=-2.13 (n_ex=9597, eps=0.063, 267.17s)
212: acc=5.73% acc_corr=5.97% avg#q_ae=27.46 med#q=9.0, avg_margin=-2.13 (n_ex=9597, eps=0.063, 267.59s)
213: acc=5.69% acc_corr=5.93% avg#q_ae=27.55 med#q=9.0, avg_margin=-2.13 (n_ex=9597, eps=0.063, 268.01s)
214: acc=5.64% acc_corr=5.88% avg#q_ae=27.65 med#q=9.0, avg_margin=-2.13 (n_ex=9597, eps=0.063, 268.42s)
215: acc=5.62% acc_corr=5.86% avg#q_ae=27.69 med#q=9.0, avg_margin=-2.13 (n_ex=9597, eps=0.063, 268.84s)
216: acc=5.58% acc_corr=5.81% avg#q_ae=27.78 med#q=9.0, avg_margin=-2.13 (n_ex=9597, eps=0.063, 269.25s)
217: acc=5.54% acc_corr=5.77% avg#q_ae=27.86 med#q=9.0, avg_margin=-2.14 (n_ex=9597, eps=0.063, 269.65s)
218: acc=5.51% acc_corr=5.74% avg#q_ae=27.92 med#q=9.0, avg_margin=-2.14 (n_ex=9597, eps=0.063, 270.07s)
219: acc=5.50% acc_corr=5.73% avg#q_ae=27.94 med#q=9.0, avg_margin=-2.14 (n_ex=9597, eps=0.063, 270.54s)
220: acc=5.47% acc_corr=5.70% avg#q_ae=28.01 med#q=9.0, avg_margin=-2.14 (n_ex=9597, eps=0.063, 270.96s)
221: acc=5.44% acc_corr=5.67% avg#q_ae=28.07 med#q=9.0, avg_margin=-2.14 (n_ex=9597, eps=0.063, 271.38s)
222: acc=5.41% acc_corr=5.64% avg#q_ae=28.14 med#q=9.0, avg_margin=-2.15 (n_ex=9597, eps=0.063, 271.79s)
223: acc=5.37% acc_corr=5.60% avg#q_ae=28.22 med#q=9.0, avg_margin=-2.15 (n_ex=9597, eps=0.063, 272.20s)
224: acc=5.34% acc_corr=5.56% avg#q_ae=28.29 med#q=9.0, avg_margin=-2.15 (n_ex=9597, eps=0.063, 272.61s)
225: acc=5.32% acc_corr=5.54% avg#q_ae=28.33 med#q=9.0, avg_margin=-2.15 (n_ex=9597, eps=0.063, 273.01s)
226: acc=5.31% acc_corr=5.53% avg#q_ae=28.35 med#q=9.0, avg_margin=-2.15 (n_ex=9597, eps=0.063, 273.41s)
227: acc=5.27% acc_corr=5.49% avg#q_ae=28.44 med#q=9.0, avg_margin=-2.15 (n_ex=9597, eps=0.063, 273.82s)
228: acc=5.23% acc_corr=5.45% avg#q_ae=28.53 med#q=9.0, avg_margin=-2.16 (n_ex=9597, eps=0.063, 274.21s)
229: acc=5.20% acc_corr=5.42% avg#q_ae=28.60 med#q=9.0, avg_margin=-2.16 (n_ex=9597, eps=0.063, 274.60s)
230: acc=5.19% acc_corr=5.41% avg#q_ae=28.62 med#q=9.0, avg_margin=-2.16 (n_ex=9597, eps=0.063, 274.99s)
231: acc=5.19% acc_corr=5.41% avg#q_ae=28.62 med#q=9.0, avg_margin=-2.16 (n_ex=9597, eps=0.063, 275.37s)
232: acc=5.19% acc_corr=5.41% avg#q_ae=28.62 med#q=9.0, avg_margin=-2.16 (n_ex=9597, eps=0.063, 275.76s)
233: acc=5.13% acc_corr=5.35% avg#q_ae=28.76 med#q=9.0, avg_margin=-2.16 (n_ex=9597, eps=0.063, 276.14s)
234: acc=5.12% acc_corr=5.34% avg#q_ae=28.78 med#q=9.0, avg_margin=-2.17 (n_ex=9597, eps=0.063, 276.52s)
235: acc=5.09% acc_corr=5.30% avg#q_ae=28.85 med#q=9.0, avg_margin=-2.17 (n_ex=9597, eps=0.063, 276.92s)
236: acc=5.07% acc_corr=5.28% avg#q_ae=28.89 med#q=9.0, avg_margin=-2.17 (n_ex=9597, eps=0.063, 277.30s)
237: acc=5.03% acc_corr=5.24% avg#q_ae=28.98 med#q=9.0, avg_margin=-2.17 (n_ex=9597, eps=0.063, 277.68s)
238: acc=5.00% acc_corr=5.21% avg#q_ae=29.05 med#q=9.0, avg_margin=-2.17 (n_ex=9597, eps=0.063, 278.05s)
239: acc=4.98% acc_corr=5.19% avg#q_ae=29.10 med#q=9.0, avg_margin=-2.17 (n_ex=9597, eps=0.063, 278.42s)
240: acc=4.96% acc_corr=5.17% avg#q_ae=29.15 med#q=9.0, avg_margin=-2.17 (n_ex=9597, eps=0.063, 278.79s)
241: acc=4.94% acc_corr=5.15% avg#q_ae=29.19 med#q=9.0, avg_margin=-2.18 (n_ex=9597, eps=0.063, 279.15s)
242: acc=4.91% acc_corr=5.12% avg#q_ae=29.26 med#q=10.0, avg_margin=-2.18 (n_ex=9597, eps=0.063, 279.51s)
243: acc=4.91% acc_corr=5.12% avg#q_ae=29.26 med#q=10.0, avg_margin=-2.18 (n_ex=9597, eps=0.063, 279.87s)
244: acc=4.89% acc_corr=5.10% avg#q_ae=29.31 med#q=10.0, avg_margin=-2.18 (n_ex=9597, eps=0.063, 280.23s)
245: acc=4.87% acc_corr=5.07% avg#q_ae=29.36 med#q=10.0, avg_margin=-2.18 (n_ex=9597, eps=0.063, 280.59s)
246: acc=4.85% acc_corr=5.05% avg#q_ae=29.41 med#q=10.0, avg_margin=-2.18 (n_ex=9597, eps=0.063, 280.95s)
247: acc=4.82% acc_corr=5.02% avg#q_ae=29.48 med#q=10.0, avg_margin=-2.18 (n_ex=9597, eps=0.063, 281.30s)
248: acc=4.81% acc_corr=5.01% avg#q_ae=29.50 med#q=10.0, avg_margin=-2.19 (n_ex=9597, eps=0.063, 281.66s)
249: acc=4.81% acc_corr=5.01% avg#q_ae=29.50 med#q=10.0, avg_margin=-2.19 (n_ex=9597, eps=0.063, 282.02s)
250: acc=4.74% acc_corr=4.94% avg#q_ae=29.67 med#q=10.0, avg_margin=-2.19 (n_ex=9597, eps=0.063, 282.37s)
251: acc=4.70% acc_corr=4.90% avg#q_ae=29.77 med#q=10.0, avg_margin=-2.19 (n_ex=9597, eps=0.063, 282.72s)
252: acc=4.69% acc_corr=4.89% avg#q_ae=29.79 med#q=10.0, avg_margin=-2.19 (n_ex=9597, eps=0.063, 283.07s)
253: acc=4.67% acc_corr=4.87% avg#q_ae=29.84 med#q=10.0, avg_margin=-2.19 (n_ex=9597, eps=0.063, 283.42s)
254: acc=4.66% acc_corr=4.86% avg#q_ae=29.87 med#q=10.0, avg_margin=-2.19 (n_ex=9597, eps=0.063, 283.76s)
255: acc=4.63% acc_corr=4.82% avg#q_ae=29.94 med#q=10.0, avg_margin=-2.19 (n_ex=9597, eps=0.063, 284.09s)
256: acc=4.62% acc_corr=4.81% avg#q_ae=29.97 med#q=10.0, avg_margin=-2.20 (n_ex=9597, eps=0.063, 284.43s)
257: acc=4.59% acc_corr=4.78% avg#q_ae=30.04 med#q=10.0, avg_margin=-2.20 (n_ex=9597, eps=0.063, 284.77s)
258: acc=4.57% acc_corr=4.76% avg#q_ae=30.09 med#q=10.0, avg_margin=-2.20 (n_ex=9597, eps=0.063, 285.11s)
259: acc=4.57% acc_corr=4.76% avg#q_ae=30.09 med#q=10.0, avg_margin=-2.20 (n_ex=9597, eps=0.063, 285.45s)
260: acc=4.57% acc_corr=4.76% avg#q_ae=30.09 med#q=10.0, avg_margin=-2.20 (n_ex=9597, eps=0.063, 285.78s)
261: acc=4.56% acc_corr=4.75% avg#q_ae=30.12 med#q=10.0, avg_margin=-2.20 (n_ex=9597, eps=0.063, 286.12s)
262: acc=4.49% acc_corr=4.68% avg#q_ae=30.30 med#q=10.0, avg_margin=-2.20 (n_ex=9597, eps=0.063, 286.46s)
263: acc=4.49% acc_corr=4.68% avg#q_ae=30.30 med#q=10.0, avg_margin=-2.20 (n_ex=9597, eps=0.063, 286.79s)
264: acc=4.47% acc_corr=4.66% avg#q_ae=30.35 med#q=10.0, avg_margin=-2.21 (n_ex=9597, eps=0.063, 287.12s)
265: acc=4.45% acc_corr=4.64% avg#q_ae=30.40 med#q=10.0, avg_margin=-2.21 (n_ex=9597, eps=0.063, 287.46s)
266: acc=4.44% acc_corr=4.63% avg#q_ae=30.42 med#q=10.0, avg_margin=-2.21 (n_ex=9597, eps=0.063, 287.79s)
267: acc=4.43% acc_corr=4.62% avg#q_ae=30.45 med#q=10.0, avg_margin=-2.21 (n_ex=9597, eps=0.063, 288.13s)
268: acc=4.40% acc_corr=4.58% avg#q_ae=30.53 med#q=10.0, avg_margin=-2.21 (n_ex=9597, eps=0.063, 288.46s)
269: acc=4.39% acc_corr=4.57% avg#q_ae=30.55 med#q=10.0, avg_margin=-2.21 (n_ex=9597, eps=0.063, 288.79s)
270: acc=4.37% acc_corr=4.55% avg#q_ae=30.61 med#q=10.0, avg_margin=-2.21 (n_ex=9597, eps=0.063, 289.12s)
271: acc=4.36% acc_corr=4.54% avg#q_ae=30.63 med#q=10.0, avg_margin=-2.21 (n_ex=9597, eps=0.063, 289.45s)
272: acc=4.34% acc_corr=4.52% avg#q_ae=30.69 med#q=10.0, avg_margin=-2.21 (n_ex=9597, eps=0.063, 289.79s)
273: acc=4.31% acc_corr=4.49% avg#q_ae=30.77 med#q=10.0, avg_margin=-2.22 (n_ex=9597, eps=0.063, 290.11s)
274: acc=4.29% acc_corr=4.47% avg#q_ae=30.82 med#q=10.0, avg_margin=-2.22 (n_ex=9597, eps=0.063, 290.43s)
275: acc=4.26% acc_corr=4.44% avg#q_ae=30.90 med#q=10.0, avg_margin=-2.22 (n_ex=9597, eps=0.063, 290.76s)
276: acc=4.25% acc_corr=4.43% avg#q_ae=30.93 med#q=10.0, avg_margin=-2.22 (n_ex=9597, eps=0.063, 291.08s)
277: acc=4.23% acc_corr=4.41% avg#q_ae=30.98 med#q=10.0, avg_margin=-2.22 (n_ex=9597, eps=0.063, 291.40s)
278: acc=4.21% acc_corr=4.39% avg#q_ae=31.03 med#q=10.0, avg_margin=-2.22 (n_ex=9597, eps=0.063, 291.71s)
279: acc=4.20% acc_corr=4.38% avg#q_ae=31.06 med#q=10.0, avg_margin=-2.22 (n_ex=9597, eps=0.063, 292.03s)
280: acc=4.19% acc_corr=4.37% avg#q_ae=31.09 med#q=10.0, avg_margin=-2.22 (n_ex=9597, eps=0.063, 292.34s)
281: acc=4.19% acc_corr=4.37% avg#q_ae=31.09 med#q=10.0, avg_margin=-2.22 (n_ex=9597, eps=0.063, 292.66s)
282: acc=4.17% acc_corr=4.35% avg#q_ae=31.14 med#q=10.0, avg_margin=-2.23 (n_ex=9597, eps=0.063, 292.97s)
283: acc=4.15% acc_corr=4.32% avg#q_ae=31.20 med#q=10.0, avg_margin=-2.23 (n_ex=9597, eps=0.063, 293.29s)
284: acc=4.13% acc_corr=4.30% avg#q_ae=31.25 med#q=10.0, avg_margin=-2.23 (n_ex=9597, eps=0.063, 293.60s)
285: acc=4.11% acc_corr=4.28% avg#q_ae=31.31 med#q=10.0, avg_margin=-2.23 (n_ex=9597, eps=0.063, 293.90s)
286: acc=4.09% acc_corr=4.26% avg#q_ae=31.36 med#q=10.0, avg_margin=-2.23 (n_ex=9597, eps=0.063, 294.22s)
287: acc=4.08% acc_corr=4.25% avg#q_ae=31.39 med#q=10.0, avg_margin=-2.23 (n_ex=9597, eps=0.063, 294.57s)
288: acc=4.04% acc_corr=4.21% avg#q_ae=31.50 med#q=10.0, avg_margin=-2.23 (n_ex=9597, eps=0.063, 294.90s)
289: acc=4.00% acc_corr=4.17% avg#q_ae=31.62 med#q=10.0, avg_margin=-2.23 (n_ex=9597, eps=0.063, 295.21s)
290: acc=3.95% acc_corr=4.12% avg#q_ae=31.76 med#q=10.0, avg_margin=-2.23 (n_ex=9597, eps=0.063, 295.51s)
291: acc=3.93% acc_corr=4.10% avg#q_ae=31.81 med#q=10.0, avg_margin=-2.23 (n_ex=9597, eps=0.063, 295.81s)
292: acc=3.93% acc_corr=4.10% avg#q_ae=31.81 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 296.09s)
293: acc=3.91% acc_corr=4.07% avg#q_ae=31.87 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 296.37s)
294: acc=3.91% acc_corr=4.07% avg#q_ae=31.87 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 296.66s)
295: acc=3.91% acc_corr=4.07% avg#q_ae=31.87 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 296.95s)
296: acc=3.89% acc_corr=4.05% avg#q_ae=31.93 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 297.23s)
297: acc=3.89% acc_corr=4.05% avg#q_ae=31.93 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 297.51s)
298: acc=3.89% acc_corr=4.05% avg#q_ae=31.93 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 297.80s)
299: acc=3.87% acc_corr=4.03% avg#q_ae=31.99 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 298.12s)
300: acc=3.85% acc_corr=4.01% avg#q_ae=32.05 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 298.40s)
301: acc=3.84% acc_corr=4.00% avg#q_ae=32.08 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 298.69s)
302: acc=3.82% acc_corr=3.98% avg#q_ae=32.13 med#q=10.0, avg_margin=-2.24 (n_ex=9597, eps=0.063, 298.97s)
303: acc=3.79% acc_corr=3.95% avg#q_ae=32.22 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 299.25s)
304: acc=3.77% acc_corr=3.93% avg#q_ae=32.28 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 299.54s)
305: acc=3.75% acc_corr=3.91% avg#q_ae=32.34 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 299.85s)
306: acc=3.71% acc_corr=3.87% avg#q_ae=32.46 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 300.14s)
307: acc=3.70% acc_corr=3.86% avg#q_ae=32.49 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 300.43s)
308: acc=3.69% acc_corr=3.84% avg#q_ae=32.52 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 300.72s)
309: acc=3.67% acc_corr=3.82% avg#q_ae=32.58 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 300.99s)
310: acc=3.67% acc_corr=3.82% avg#q_ae=32.58 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 301.26s)
311: acc=3.62% acc_corr=3.77% avg#q_ae=32.73 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 301.53s)
312: acc=3.60% acc_corr=3.75% avg#q_ae=32.79 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 301.79s)
313: acc=3.58% acc_corr=3.73% avg#q_ae=32.85 med#q=10.0, avg_margin=-2.25 (n_ex=9597, eps=0.063, 302.05s)
314: acc=3.57% acc_corr=3.72% avg#q_ae=32.88 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 302.31s)
315: acc=3.55% acc_corr=3.70% avg#q_ae=32.94 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 302.58s)
316: acc=3.50% acc_corr=3.65% avg#q_ae=33.10 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 302.84s)
317: acc=3.48% acc_corr=3.63% avg#q_ae=33.16 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 303.10s)
318: acc=3.47% acc_corr=3.62% avg#q_ae=33.19 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 303.36s)
319: acc=3.44% acc_corr=3.58% avg#q_ae=33.28 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 303.62s)
320: acc=3.44% acc_corr=3.58% avg#q_ae=33.28 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 303.88s)
321: acc=3.44% acc_corr=3.58% avg#q_ae=33.28 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 304.14s)
322: acc=3.41% acc_corr=3.55% avg#q_ae=33.38 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 304.40s)
323: acc=3.39% acc_corr=3.53% avg#q_ae=33.44 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 304.66s)
324: acc=3.38% acc_corr=3.52% avg#q_ae=33.47 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 304.92s)
325: acc=3.36% acc_corr=3.50% avg#q_ae=33.53 med#q=10.0, avg_margin=-2.26 (n_ex=9597, eps=0.063, 305.17s)
326: acc=3.36% acc_corr=3.50% avg#q_ae=33.53 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 305.43s)
327: acc=3.35% acc_corr=3.49% avg#q_ae=33.57 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 305.69s)
328: acc=3.34% acc_corr=3.48% avg#q_ae=33.60 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 305.94s)
329: acc=3.33% acc_corr=3.47% avg#q_ae=33.63 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 306.19s)
330: acc=3.33% acc_corr=3.47% avg#q_ae=33.63 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 306.45s)
331: acc=3.32% acc_corr=3.46% avg#q_ae=33.66 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 306.72s)
332: acc=3.30% acc_corr=3.44% avg#q_ae=33.73 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 306.98s)
333: acc=3.30% acc_corr=3.44% avg#q_ae=33.73 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 307.23s)
334: acc=3.30% acc_corr=3.44% avg#q_ae=33.73 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 307.49s)
335: acc=3.30% acc_corr=3.44% avg#q_ae=33.73 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 307.74s)
336: acc=3.30% acc_corr=3.44% avg#q_ae=33.73 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 307.99s)
337: acc=3.29% acc_corr=3.43% avg#q_ae=33.76 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 308.23s)
338: acc=3.28% acc_corr=3.42% avg#q_ae=33.79 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 308.48s)
339: acc=3.28% acc_corr=3.42% avg#q_ae=33.79 med#q=10.0, avg_margin=-2.27 (n_ex=9597, eps=0.063, 308.73s)
340: acc=3.27% acc_corr=3.41% avg#q_ae=33.83 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 308.98s)
341: acc=3.27% acc_corr=3.41% avg#q_ae=33.83 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 309.23s)
342: acc=3.25% acc_corr=3.39% avg#q_ae=33.89 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 309.47s)
343: acc=3.22% acc_corr=3.36% avg#q_ae=33.99 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 309.71s)
344: acc=3.20% acc_corr=3.33% avg#q_ae=34.06 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 309.96s)
345: acc=3.20% acc_corr=3.33% avg#q_ae=34.06 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 310.20s)
346: acc=3.19% acc_corr=3.32% avg#q_ae=34.09 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 310.44s)
347: acc=3.19% acc_corr=3.32% avg#q_ae=34.09 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 310.67s)
348: acc=3.17% acc_corr=3.30% avg#q_ae=34.16 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 310.91s)
349: acc=3.16% acc_corr=3.29% avg#q_ae=34.20 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 311.15s)
350: acc=3.15% acc_corr=3.28% avg#q_ae=34.23 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 311.39s)
351: acc=3.12% acc_corr=3.25% avg#q_ae=34.33 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 311.63s)
352: acc=3.12% acc_corr=3.25% avg#q_ae=34.33 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 311.86s)
353: acc=3.12% acc_corr=3.25% avg#q_ae=34.33 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 312.09s)
354: acc=3.10% acc_corr=3.23% avg#q_ae=34.40 med#q=10.0, avg_margin=-2.28 (n_ex=9597, eps=0.063, 312.32s)
355: acc=3.08% acc_corr=3.21% avg#q_ae=34.47 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 312.56s)
356: acc=3.08% acc_corr=3.21% avg#q_ae=34.47 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 312.79s)
357: acc=3.05% acc_corr=3.18% avg#q_ae=34.58 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 313.02s)
358: acc=3.02% acc_corr=3.15% avg#q_ae=34.68 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 313.25s)
359: acc=3.01% acc_corr=3.14% avg#q_ae=34.72 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 313.48s)
360: acc=3.00% acc_corr=3.13% avg#q_ae=34.75 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 313.70s)
361: acc=3.00% acc_corr=3.13% avg#q_ae=34.75 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 313.91s)
362: acc=2.97% acc_corr=3.09% avg#q_ae=34.86 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 314.14s)
363: acc=2.97% acc_corr=3.09% avg#q_ae=34.86 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 314.35s)
364: acc=2.93% acc_corr=3.05% avg#q_ae=35.00 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 314.57s)
365: acc=2.92% acc_corr=3.04% avg#q_ae=35.03 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 314.78s)
366: acc=2.90% acc_corr=3.02% avg#q_ae=35.11 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 314.99s)
367: acc=2.90% acc_corr=3.02% avg#q_ae=35.11 med#q=10.0, avg_margin=-2.29 (n_ex=9597, eps=0.063, 315.20s)
368: acc=2.89% acc_corr=3.01% avg#q_ae=35.14 med#q=10.0, avg_margin=-2.30 (n_ex=9597, eps=0.063, 315.41s)
369: acc=2.88% acc_corr=3.00% avg#q_ae=35.18 med#q=10.0, avg_margin=-2.30 (n_ex=9597, eps=0.063, 315.62s)
370: acc=2.86% acc_corr=2.98% avg#q_ae=35.25 med#q=10.0, avg_margin=-2.30 (n_ex=9597, eps=0.063, 315.83s)
371: acc=2.85% acc_corr=2.97% avg#q_ae=35.29 med#q=10.0, avg_margin=-2.30 (n_ex=9597, eps=0.063, 316.04s)
372: acc=2.84% acc_corr=2.96% avg#q_ae=35.32 med#q=10.0, avg_margin=-2.30 (n_ex=9597, eps=0.063, 316.25s)
373: acc=2.83% acc_corr=2.95% avg#q_ae=35.36 med#q=10.0, avg_margin=-2.30 (n_ex=9597, eps=0.063, 316.46s)
374: acc=2.82% acc_corr=2.94% avg#q_ae=35.39 med#q=10.0, avg_margin=-2.30 (n_ex=9597, eps=0.063, 316.67s)
375: acc=2.81% acc_corr=2.93% avg#q_ae=35.43 med#q=10.0, avg_margin=-2.30 (n_ex=9597, eps=0.063, 316.88s)
376: acc=2.78% acc_corr=2.90% avg#q_ae=35.54 med#q=10.0, avg_margin=-2.30 (n_ex=9597, eps=0.063, 317.09s)
377: acc=2.76% acc_corr=2.88% avg#q_ae=35.61 med#q=10.0, avg_margin=-2.30 (n_ex=9597, eps=0.063, 317.29s)
